,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Kagawa Prefecture,Kagawa Prefecture,GPE,0.00000000,0.08000000,en,1.25000000,,1851100,P,34.33333000,134.05000000,ASIA,Japan,EAS
Ukyo Ward,Ukyo Ward,GPE,0.16000000,0.44000000,en,1.25000000,,0,,,,,,
Buffalo,Buffalo,GPE,-0.15563636,0.85721212,en,1.25000000,4080569-4,5110629,P,42.88645000,-78.87837000,NORTH-AMERICA,United States,ENA
Moriyama City,Moriyama City,GPE,0.38000000,0.96000000,en,1.25000000,,7354052,A,35.22123000,136.99559000,ASIA,Japan,EAS
Sendai City,Sendai City,GPE,-0.05363985,1.20689655,en,1.24285714,,6512998,S,38.26373000,140.88168000,ASIA,Japan,EAS
the Chugoku Mountains,the Chugoku Mountains,LOC,-0.16250000,0.40625000,en,1.23076923,,0,,,,,,
Fuchu City,Fuchu City,GPE,0.00000000,0.00000000,en,1.22500000,,7559960,S,36.67781000,137.16861000,ASIA,Japan,EAS
Saga Prefecture,Saga Prefecture,LOC,0.15416667,1.25694444,en,1.20000000,,1853303,P,33.23333000,130.30000000,ASIA,Japan,EAS
Antarctic,Antarctic,LOC,-0.25000000,0.33333333,en,1.20000000,,6632710,L,-90.00000000,0.00000000,POLAR,Antarctica,EAN
Kamaishi City,Kamaishi City,GPE,0.00000000,0.00000000,en,1.20000000,,0,,,,,,
Nantes,Nantes,GPE,0.00000000,0.00000000,en,1.20000000,4041204-0,2990969,P,47.21725000,-1.55336000,EUROPE,France,WCE
Wakayama,Wakayama,GPE,-0.08333333,0.75000000,en,1.20000000,4336248-5,1926004,P,34.23333000,135.16667000,ASIA,Japan,EAS
Fukuoka City,Fukuoka City,GPE,0.39507576,0.88080808,en,1.20000000,4125989-0,1863967,P,33.60000000,130.41667000,ASIA,Japan,EAS
Shimonoseki City,Shimonoseki City,GPE,-0.09803241,0.30775463,en,1.20000000,4249593-3,1856625,P,33.95590000,130.96561000,ASIA,Japan,EAS
Yamaguchi Prefecture,Yamaguchi Prefecture,LOC,-0.09803241,0.30775463,en,1.20000000,,1848689,P,34.18333000,131.46667000,ASIA,Japan,EAS
Kurashiki City,Kurashiki City,GPE,0.07291667,0.05208333,en,1.20000000,,0,,,,,,
Izu City,Izu City,GPE,0.00000000,0.00000000,en,1.20000000,,4384872,S,38.62894000,-90.17872000,NORTH-AMERICA,United States,CNA
Fuji,Fuji,LOC,0.25000000,0.40277778,en,1.20000000,4017063-9,2205218,A,-18.00000000,178.00000000,PACIFIC,Fiji,SPO
Chofu City,Chofu City,GPE,0.00000000,0.00000000,en,1.16666667,,0,,,,,,
JR West,JR West,GPE,0.30833333,1.05595238,en,1.16666667,,4669558,S,31.57788000,-94.70668000,NORTH-AMERICA,United States,CNA
Osawa,Osawa,GPE,0.00000000,0.00000000,en,1.16666667,,2111353,A,38.33333000,140.66667000,ASIA,Japan,EAS
Sanriku Offshore Earthquake,Sanriku Offshore Earthquake,LOC,0.31354167,1.03663194,en,1.14285714,,0,,,,,,
Niigata Prefecture,Niigata Prefecture,GPE,-0.28888889,0.71851852,en,1.12500000,4208484-2,1855431,P,37.92259000,139.04125000,ASIA,Japan,EAS
Minamisoma City,Minamisoma City,GPE,0.02798354,0.43127572,en,1.12500000,,0,,,,,,
TOKYO,TOKYO,GPE,-0.29629630,0.59259259,en,1.12500000,4078337-6,1850147,P,35.68950000,139.69171000,ASIA,Japan,EAS
Shinjuku,Shinjuku,GPE,0.00000000,0.00000000,en,1.12500000,4353744-3,1852083,A,35.69384000,139.70355000,ASIA,Japan,EAS
Brompton,Brompton,GPE,0.00000000,0.00000000,en,1.11111111,1266902511,6002138,H,45.42948000,-72.14844000,NORTH-AMERICA,Canada,ENA
Ubuyama Village,Ubuyama Village,GPE,0.00000000,0.00000000,en,1.10000000,,0,,,,,,
Urumqi,Urumqi,GPE,0.32575758,1.14393939,en,1.10000000,4215400-5,1529102,P,43.80096000,87.60046000,ASIA,China,ECA
Yamahashi,Yamahashi,GPE,0.00000000,0.90909091,en,1.10000000,,0,,,,,,
Tomiya City,Tomiya City,GPE,-0.11363636,0.34090909,en,1.10000000,,0,,,,,,
Shinagawa-ku,Shinagawa-ku,GPE,0.11707989,0.39026630,en,1.10000000,,1852140,A,35.60902000,139.73017000,ASIA,Japan,EAS
the Tokara Islands,the Tokara Islands,LOC,0.21212121,0.84848485,en,1.10000000,,0,,,,,,
Haven,Haven,GPE,-0.09090909,0.36363636,en,1.10000000,4117854-3,4839366,P,41.30815000,-72.92816000,NORTH-AMERICA,United States,ENA
Ethiopia,Ethiopia,GPE,0.29040404,0.55555556,en,1.10000000,4000639-6,337996,A,9.00000000,39.50000000,AFRICA,Ethiopia,NEAF
Aoyama,Aoyama,GPE,0.13024476,0.37937063,en,1.10000000,,1865229,A,34.60000000,136.21667000,ASIA,Japan,EAS
Nagakute City,Nagakute City,GPE,-0.05681818,0.17045455,en,1.10000000,,0,,,,,,
Nakau,Nakau,GPE,0.00000000,0.00000000,en,1.10000000,,1634569,T,1.58159000,128.69863000,ASIA,Indonesia,SEA
Takahama,Takahama,GPE,0.26446281,0.84848485,en,1.10000000,1263706800,1851146,A,37.45000000,138.61667000,ASIA,Japan,EAS
Lindt,Lindt,GPE,0.00000000,0.00000000,en,1.10000000,4753973-2,2752732,P,51.82750000,4.57361000,EUROPE,The Netherlands,WCE
the Strait of Hormuz,the Strait of Hormuz,LOC,-0.28409091,0.62500000,en,1.10000000,,0,,,,,,
Totten Glacier,Totten Glacier,LOC,0.00000000,0.00000000,en,1.10000000,,6626883,H,-66.83333000,116.33333000,POLAR,Antarctica,EAN
Hachimantai City,Hachimantai City,GPE,0.00000000,0.00000000,en,1.10000000,,0,,,,,,
Nichinan Town,Nichinan Town,GPE,0.00000000,0.00000000,en,1.10000000,,0,,,,,,
Z.ai,Z.ai,GPE,0.00303030,0.87575758,en,1.10000000,,8583108,A,20.72614000,-97.81882000,CENTRAL-AMERICA,Mexico,NCA
Taketomi Town,Taketomi Town,GPE,0.00000000,0.00000000,en,1.10000000,,6300466,S,24.06667000,123.80000000,ASIA,Japan,EAS
Yonaguni Island,Yonaguni Island,LOC,0.00000000,0.00000000,en,1.10000000,,1848275,T,24.45543000,122.99069000,ASIA,Japan,EAS
the Japan Trench,the Japan Trench,LOC,0.58874459,1.12337662,en,1.10000000,,0,,,,,,
Yokosuka City,Yokosuka City,GPE,0.00000000,0.00000000,en,1.10000000,,0,,,,,,
Hama,Hama,GPE,-0.18181818,0.13636364,en,1.10000000,4089137-9,170017,P,35.13179000,36.75783000,EUROPE-AFRICA,Syria,MED
Kentucky,Kentucky,GPE,0.00000000,0.00000000,en,1.10000000,4097823-0,6254925,A,38.20042000,-84.87762000,NORTH-AMERICA,United States,ENA
Mos Burger,Mos Burger,GPE,-0.54545455,0.86363636,en,1.10000000,,0,,,,,,
Kyoto Prefecture,Kyoto Prefecture,GPE,0.00000000,0.45454545,en,1.10000000,4073426-2,1857910,P,35.02107000,135.75385000,ASIA,Japan,EAS
Edogawa Ward,Edogawa Ward,GPE,0.95454545,0.90909091,en,1.10000000,,0,,,,,,
Nipah,Nipah,GPE,0.54545455,1.36363636,en,1.10000000,,12475324,A,-1.09250000,104.19222000,ASIA,Indonesia,SEA
Minami,Minami,GPE,-0.02272727,0.12626263,en,1.10000000,,1857197,L,34.95000000,139.95000000,ASIA,Japan,EAS
Marunouchi,Marunouchi,GPE,0.45454545,0.54545455,en,1.10000000,,1857654,P,35.68146000,139.76328000,ASIA,Japan,EAS
Onnella,Onnella,GPE,-0.27946128,0.92592593,en,1.10000000,,0,,,,,,
Inagi City,Inagi City,GPE,0.36363636,0.72727273,en,1.10000000,,0,,,,,,
Himi City,Himi City,GPE,0.16000000,0.54000000,en,1.00000000,,0,,,,,,
Aomori Prefecture East,Aomori Prefecture East,LOC,-0.10000000,0.60000000,en,1.00000000,,12909090,L,41.22364000,140.56768000,ASIA,Japan,EAS
U.S.A.,U.S.A.,GPE,-0.25000000,0.25000000,en,1.00000000,,0,L,29.84064000,89.29688000,,,
Toyama Bay,Toyama Bay,LOC,0.00000000,0.00000000,en,1.00000000,,6300369,S,36.64833000,137.18750000,ASIA,Japan,EAS
Kasumi Minami,Kasumi Minami,GPE,0.37500000,0.75000000,en,1.00000000,,0,,,,,,
Mitsuya Cider,Mitsuya Cider,LOC,0.07500000,0.42500000,en,1.00000000,,0,,,,,,
Narita,Narita,GPE,0.11212121,0.28484848,en,1.00000000,4265233-9,6300307,S,35.76472000,140.38639000,ASIA,Japan,EAS
Higashimatsushima/KIBOTCHA,Higashimatsushima/KIBOTCHA,GPE,0.25000000,0.33333333,en,1.00000000,,0,,,,,,
Taichung,Taichung,GPE,0.25000000,0.33333333,en,1.00000000,4119496-2,1668399,P,24.14690000,120.68390000,ASIA,Taiwan,EAS
Colorado,Colorado,GPE,-0.07777778,0.58611111,en,1.00000000,4010406-0,5417618,A,39.00027000,-105.50083000,NORTH-AMERICA,United States,WNA
Putney,Putney,GPE,-0.25000000,0.25000000,en,1.00000000,1266316329,2639835,P,51.46072000,-0.21814000,EUROPE,United Kingdom,NEU
Shikajima,Shikajima,LOC,1.00000000,0.75000000,en,1.00000000,,0,,,,,,
Tama Hills,Tama Hills,GPE,0.10000000,0.40000000,en,1.00000000,,4860518,L,42.26388000,-92.30852000,NORTH-AMERICA,United States,CNA
Reborn,Reborn,LOC,0.00000000,0.37500000,en,1.00000000,4568147-8,2849386,P,49.73333000,7.68333000,EUROPE,Germany,WCE
VT,VT,GPE,-0.25000000,0.25000000,en,1.00000000,4350641-0,1651944,P,17.96667000,102.60000000,ASIA,Laos,SEA
Himi,Himi,GPE,0.83333333,0.83333333,en,1.00000000,,6270456,L,33.68667000,35.64444000,EUROPE-AFRICA,Lebanon,MED
Saaya,Saaya,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Awaji Island,Awaji Island,LOC,0.00000000,0.00000000,en,1.00000000,,1864898,T,34.38840000,134.82880000,ASIA,Japan,EAS
Tecom,Tecom,GPE,-0.10000000,0.20000000,en,1.00000000,,10127264,S,25.09931000,55.17325000,ASIA,United Arab Emirates,ARP
Fuji Tecom,Fuji Tecom,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Ikoma City,Ikoma City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Aoto,Aoto,GPE,0.50000000,0.60000000,en,1.00000000,,1865232,P,35.74974000,139.85405000,ASIA,Japan,EAS
Sakai City,Sakai City,GPE,0.00000000,0.00000000,en,1.00000000,,1851437,P,34.61429000,135.49580000,ASIA,Japan,EAS
Nagatacho,Nagatacho,GPE,-0.60000000,1.00000000,en,1.00000000,,1856112,P,35.67937000,139.74009000,ASIA,Japan,EAS
Naramachi,Naramachi,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Kurobasu,Kurobasu,GPE,0.00000000,0.37500000,en,1.00000000,,0,,,,,,
Picardy-kun,Picardy-kun,GPE,0.10000000,0.35000000,en,1.00000000,,4365349,P,39.53898000,-78.51335000,NORTH-AMERICA,United States,ENA
Calbee,Calbee,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Picardy,Picardy,GPE,-0.03333333,0.86666667,en,1.00000000,,8599479,P,-22.62636000,148.45952000,OCEANIA,Australia,EAU
the Nagano area,the Nagano area,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Lotte,Lotte,GPE,0.00000000,0.00000000,en,1.00000000,4411253-1,6800091,L,37.51110000,127.09800000,ASIA,South Korea,EAS
Bangkok,Bangkok,GPE,0.00000000,0.00000000,en,1.00000000,4004432-4,1609350,P,13.75398000,100.50144000,ASIA,Thailand,SEA
Kawaguchi,Kawaguchi,GPE,0.11666667,0.25000000,en,1.00000000,1050820-X,1859730,P,35.80521000,139.71072000,ASIA,Japan,EAS
Shibuya Ward,Shibuya Ward,GPE,-0.06666667,0.20000000,en,1.00000000,,0,,,,,,
Chofu,Chofu,GPE,0.10000000,0.40000000,en,1.00000000,,1864518,P,35.65924000,139.54837000,ASIA,Japan,EAS
Kaminagata,Kaminagata,GPE,0.35000000,0.55000000,en,1.00000000,,11338439,P,33.03977000,130.52959000,ASIA,Japan,EAS
Shengyuan,Shengyuan,GPE,1.00000000,1.00000000,en,1.00000000,,9616663,A,37.42211000,118.46188000,ASIA,China,EAS
Ichigaya,Ichigaya,GPE,0.00000000,0.00000000,en,1.00000000,,1861978,P,35.69437000,139.72857000,ASIA,Japan,EAS
the Sea of Japan coast,the Sea of Japan coast,LOC,-0.17166667,0.52166667,en,1.00000000,,0,,,,,,
・All,・All,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Southern California,Southern California,LOC,0.00000000,0.05000000,en,1.00000000,,11071615,L,34.68743000,-116.78467000,NORTH-AMERICA,United States,WNA
Fuchu Kaido,Fuchu Kaido,LOC,-0.15000000,0.45000000,en,1.00000000,,0,,,,,,
The Wakayama District Public Prosecutors Office,The Wakayama District Public Prosecutors Office,GPE,-0.08750000,0.20694444,en,1.00000000,,0,,,,,,
Asia-Pacific,Asia-Pacific,LOC,-0.05681818,0.35227273,en,1.00000000,4341196-4,12060433,L,-0.45299000,114.05160000,ASIA,Indonesia,SEA
Devon,Devon,GPE,0.00000000,0.28333333,en,1.00000000,4070441-5,11609025,L,50.75120000,-3.81027000,EUROPE,United Kingdom,NEU
East Exit,East Exit,LOC,0.00000000,0.00000000,en,1.00000000,,7266453,L,39.94833000,-86.00639000,NORTH-AMERICA,United States,ENA
Cornwall,Cornwall,GPE,0.00000000,0.28333333,en,1.00000000,4010579-9,3490851,L,18.25000000,-77.90000000,CENTRAL-AMERICA,Jamaica,CAR
Valtelina,Valtelina,GPE,-0.41250000,0.52083333,en,1.00000000,4108175-4,3860697,P,-31.05273000,-62.23433000,SOUTH-AMERICA,Argentina,SES
Nara City,Nara City,GPE,-0.40000000,0.60000000,en,1.00000000,,1859951,P,34.50896000,135.79290000,ASIA,Japan,EAS
Normal Hill,Normal Hill,LOC,0.07500000,0.45000000,en,1.00000000,,4335333,L,31.75155000,-93.09572000,NORTH-AMERICA,United States,CNA
Oku-Noto,Oku-Noto,GPE,0.17977273,0.59090909,en,1.00000000,,0,,,,,,
Sagamihara City,Sagamihara City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Gakuenkita,Gakuenkita,GPE,-0.40000000,0.60000000,en,1.00000000,,0,,,,,,
Tenipuri,Tenipuri,GPE,0.00000000,0.37500000,en,1.00000000,,0,,,,,,
the Yangtze River,the Yangtze River,LOC,0.50000000,1.00000000,en,1.00000000,,0,,,,,,
Honmachi,Honmachi,GPE,0.00000000,0.00000000,en,1.00000000,,1848445,P,32.50439000,130.59952000,ASIA,Japan,EAS
Aikawa Town,Aikawa Town,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Kiyokawa Village,Kiyokawa Village,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Nogawa,Nogawa,GPE,0.00000000,0.06666667,en,1.00000000,,10867011,L,35.68306000,139.52403000,ASIA,Japan,EAS
Ito,Ito,GPE,0.00000000,0.00000000,en,1.00000000,1185419055,1861290,P,34.96667000,139.08333000,ASIA,Japan,EAS
Yadoame,Yadoame,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Uzushi,Uzushi,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Hakone Town,Hakone Town,GPE,0.21666667,0.45000000,en,1.00000000,,0,,,,,,
Kawazu,Kawazu,GPE,0.00000000,0.00000000,en,1.00000000,,1859609,A,34.78610000,138.95261000,ASIA,Japan,EAS
the Higashikawa basin,the Higashikawa basin,LOC,-0.05000000,0.40000000,en,1.00000000,,0,,,,,,
Tachibana Town,Tachibana Town,GPE,-0.05000000,0.40000000,en,1.00000000,,0,,,,,,
Sanzentenki.jp,Sanzentenki.jp,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Mimasaka City,Mimasaka City,GPE,0.35000000,0.55000000,en,1.00000000,,0,,,,,,
Pacific Palisades,Pacific Palisades,LOC,-0.20000000,0.50000000,en,1.00000000,,5806061,P,47.41902000,-119.91450000,NORTH-AMERICA,United States,WNA
the Kinokawa River,the Kinokawa River,LOC,-0.05185185,0.09629630,en,1.00000000,,0,,,,,,
Shobara City,Shobara City,GPE,0.35000000,0.55000000,en,1.00000000,,0,,,,,,
Garapan,Garapan,GPE,0.15000000,0.42500000,en,1.00000000,,4041245,T,15.20530000,145.72550000,PACIFIC,Northern Mariana Islands,NPO
the North Pole,the North Pole,LOC,0.00000000,0.00000000,en,1.00000000,7605041-5,5870294,P,64.75111000,-147.34944000,NORTH-AMERICA,United States,NWN
Seiya,Seiya,GPE,0.00000000,0.37500000,en,1.00000000,,5080164,A,40.17629000,-97.59492000,NORTH-AMERICA,United States,CNA
Tahara City,Tahara City,GPE,0.60000000,0.90000000,en,1.00000000,1069681016,1851260,P,34.17554000,132.50061000,ASIA,Japan,EAS
Arctic,Arctic,LOC,-0.24166667,0.75833333,en,1.00000000,,0,,,,,,
the Sea of ​​Japan and northern Japan,the Sea of ​​Japan and northern Japan,LOC,0.37500000,0.87500000,en,1.00000000,,0,,,,,,
Gulliver,Gulliver,GPE,0.47500000,0.92500000,en,1.00000000,,6634327,T,-66.19412000,-62.69461000,POLAR,Antarctica,WAN
Aston Villa,Aston Villa,GPE,0.02777778,0.16666667,en,1.00000000,,0,,,,,,
Yunasumi,Yunasumi,GPE,0.00000000,0.32500000,en,1.00000000,,0,,,,,,
Boso,Boso,GPE,-0.07500000,0.31500000,en,1.00000000,,0,,,,,,
North London,North London,GPE,-0.12500000,0.37500000,en,1.00000000,4433162-9,4839416,P,41.35565000,-72.09952000,NORTH-AMERICA,United States,ENA
the Canadian Basin,the Canadian Basin,LOC,-0.24166667,0.75833333,en,1.00000000,,0,,,,,,
the Arctic Ocean,the Arctic Ocean,LOC,-0.24166667,0.75833333,en,1.00000000,,0,,,,,,
Nippon Ichi Software,Nippon Ichi Software,GPE,-0.01910946,0.60371058,en,1.00000000,,0,,,,,,
Shigaraki,Shigaraki,GPE,0.00000000,0.00000000,en,1.00000000,4607123-4,1852550,A,34.86667000,136.03333000,ASIA,Japan,EAS
South Sulawesi,South Sulawesi,GPE,0.05000000,0.70000000,en,1.00000000,,9062340,T,-2.13154000,120.28888000,ASIA,Indonesia,SEA
Jochu,Jochu,GPE,0.50000000,0.50000000,en,1.00000000,,0,,,,,,
Aomori Higashikami Town,Aomori Higashikami Town,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Indian Ocean,Indian Ocean,LOC,0.43333333,0.41666667,en,1.00000000,,0,H,-10.00000000,70.00000000,,,
the Great East Japan Earthquake: Seismic activity,the Great East Japan Earthquake: Seismic activity,LOC,0.35555556,0.75000000,en,1.00000000,,0,,,,,,
the Great East Japan Earthquake'',the Great East Japan Earthquake'',LOC,0.32500000,0.43750000,en,1.00000000,,0,,,,,,
Shodoshima,Shodoshima,GPE,-0.20000000,0.40000000,en,1.00000000,,1851704,T,34.50784000,134.26632000,ASIA,Japan,EAS
Akahama,Akahama,GPE,0.00000000,0.00000000,en,1.00000000,,9192090,P,36.11080000,139.25520000,ASIA,Japan,EAS
Horai Island,Horai Island,LOC,0.00000000,0.00000000,en,1.00000000,,2113510,T,26.61632000,142.17522000,PACIFIC,Japan,NPO
Maruyama-cho,Maruyama-cho,GPE,0.41666667,0.71666667,en,1.00000000,,11525997,L,42.28926000,143.30687000,ASIA,Japan,EAS
Daikin Park,Daikin Park,GPE,0.13888889,0.30000000,en,1.00000000,,0,,,,,,
Houston,Houston,GPE,0.13888889,0.30000000,en,1.00000000,4095673-8,4699066,P,29.76328000,-95.36327000,NORTH-AMERICA,United States,CNA
Shiga Lakes,Shiga Lakes,GPE,-0.10000000,0.45000000,en,1.00000000,,0,,,,,,
Nanashi-san,Nanashi-san,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Aceh province,Aceh province,GPE,0.43333333,0.41666667,en,1.00000000,,1215502,P,5.54167000,95.33333000,ASIA,Indonesia,SEA
Clostridium (Tokyo,Clostridium (Tokyo,GPE,-0.18333333,0.47777778,en,1.00000000,,0,,,,,,
Minamisanriku,Minamisanriku,GPE,0.30000000,0.40000000,en,1.00000000,1119105943,2110999,P,38.67807000,141.44314000,ASIA,Japan,EAS
Yoshiki,Yoshiki,GPE,0.00000000,0.00000000,en,1.00000000,,1848185,A,36.33333000,137.25000000,ASIA,Japan,EAS
Ariake,Ariake,GPE,0.00000000,1.00000000,en,1.00000000,,1865131,A,32.48333000,130.31667000,ASIA,Japan,EAS
Osawacho,Osawacho,GPE,-0.10000000,0.10000000,en,1.00000000,,9628967,P,34.37068000,135.66492000,ASIA,Japan,EAS
Midwest,Midwest,LOC,-0.04285714,0.41428571,en,1.00000000,4074909-5,11887750,L,42.65982000,-93.93863000,NORTH-AMERICA,United States,CNA
the Gulf Coast,the Gulf Coast,LOC,0.20000000,0.45000000,en,1.00000000,,12212749,L,30.33140000,-89.73221000,NORTH-AMERICA,United States,ENA
Mid-Atlantic,Mid-Atlantic,LOC,0.20000000,0.45000000,en,1.00000000,,12110846,L,40.58629000,-76.28807000,NORTH-AMERICA,United States,ENA
Lake Village,Lake Village,GPE,0.00000000,0.00000000,en,1.00000000,,4922548,P,41.13753000,-87.44864000,NORTH-AMERICA,United States,ENA
Indiana,Indiana,GPE,0.00000000,0.00000000,en,1.00000000,4109219-3,12213487,L,39.74743000,-86.20614000,NORTH-AMERICA,United States,ENA
Izu Islands,Izu Islands,LOC,-0.12583333,0.41000000,en,1.00000000,,1861073,T,34.33333000,139.66667000,ASIA,Japan,EAS
Yamaguchi,Yamaguchi,GPE,-0.12583333,0.41000000,en,1.00000000,4317936-8,1848689,P,34.18333000,131.46667000,ASIA,Japan,EAS
San,San,LOC,-0.14250000,0.40500000,en,1.00000000,4116320-5,3621849,P,9.93388000,-84.08489000,CENTRAL-AMERICA,Costa Rica,SCA
Kirigamine,Kirigamine,GPE,0.00000000,0.00000000,en,1.00000000,,1859418,T,36.10000000,138.16667000,ASIA,Japan,EAS
Inami Town,Inami Town,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Innan,Innan,GPE,0.00000000,0.00000000,en,1.00000000,,2619389,P,62.13333000,-6.75000000,EUROPE,Faroe Islands,NEU
Shinagawa,Shinagawa,GPE,0.12878788,0.42929293,en,1.00000000,,1852139,P,33.63627000,133.00572000,ASIA,Japan,EAS
Yokkaichi,Yokkaichi,GPE,-0.23772727,0.48590909,en,1.00000000,4760636-8,1848373,P,34.96667000,136.61667000,ASIA,Japan,EAS
weather.・Cherry blossoms,weather.・Cherry blossoms,LOC,-0.05000000,0.47500000,en,1.00000000,,0,,,,,,
the Great East Japan Earthquake Otsuchi Town,the Great East Japan Earthquake Otsuchi Town,LOC,0.53333333,0.83333333,en,1.00000000,,0,,,,,,
Seiryo,Seiryo,GPE,0.28571429,0.53571429,en,1.00000000,,1845578,A,35.49604000,129.26905000,ASIA,South Korea,EAS
the south coast,the south coast,LOC,-0.08333333,0.86666667,en,1.00000000,,12212749,L,30.33140000,-89.73221000,NORTH-AMERICA,United States,ENA
Oku-Nikko,Oku-Nikko,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
NY,NY,GPE,-0.70000000,1.00000000,en,1.00000000,,3042198,P,54.22209000,-4.69099000,EUROPE,Isle of Man,NEU
Dominica,Dominica,GPE,0.00000000,0.43750000,en,1.00000000,4085456-5,3575830,A,15.50000000,-61.33333000,CENTRAL-AMERICA,Dominica,CAR
Shirakawa City,Shirakawa City,GPE,0.00000000,0.00000000,en,1.00000000,,1864057,P,35.68311000,139.80525000,ASIA,Japan,EAS
Nihonmatsu City,Nihonmatsu City,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Kagamiishi Town,Kagamiishi Town,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Tenei Village,Tenei Village,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Izumizaki Village,Izumizaki Village,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Ishikawa Town,Ishikawa Town,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Tamagawa Village,Tamagawa Village,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Hirata Village,Hirata Village,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Asakawa Town,Asakawa Town,GPE,0.00000000,0.00000000,en,1.00000000,,1864859,P,35.51055000,138.77692000,ASIA,Japan,EAS
Furudon Town,Furudon Town,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Ono Town,Ono Town,GPE,0.00000000,0.00000000,en,1.00000000,,5265745,P,44.65552000,-92.25629000,NORTH-AMERICA,United States,CNA
Hirono Town,Hirono Town,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Naraha Town,Naraha Town,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Kawauchi Village,Kawauchi Village,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Gotenyama,Gotenyama,GPE,0.12878788,0.42929293,en,1.00000000,,7560682,S,34.82917000,135.65400000,ASIA,Japan,EAS
West Japan's,West Japan's,GPE,0.17500000,0.27500000,en,1.00000000,,1856600,H,26.21667000,127.65000000,ASIA,Japan,EAS
Namegawa Town,Namegawa Town,LOC,0.13636364,0.45454545,en,1.00000000,,0,,,,,,
Kawajiri Town,Kawajiri Town,GPE,0.13636364,0.45454545,en,1.00000000,,0,,,,,,
Alpen Outdoors,Alpen Outdoors,LOC,0.25000000,0.47777778,en,1.00000000,,0,,,,,,
nubia,nubia,GPE,-0.40000000,0.85000000,en,1.00000000,,350981,L,18.98374000,32.19115000,AFRICA,Sudan,SAH
Shenzhen,Shenzhen,GPE,-0.40000000,0.85000000,en,1.00000000,4107686-2,1795565,P,22.54554000,114.06830000,ASIA,China,EAS
Hashinaka,Hashinaka,GPE,0.20476190,0.69285714,en,1.00000000,,0,,,,,,
Sakurai City,Sakurai City,GPE,0.20476190,0.69285714,en,1.00000000,,0,,,,,,
Higashi Ward,Higashi Ward,GPE,-0.06250000,0.38750000,en,1.00000000,,7422792,S,33.61778000,130.41750000,ASIA,Japan,EAS
jersey,jersey,GPE,0.00000000,0.00000000,en,1.00000000,4028585-6,3042142,A,49.21667000,-2.11667000,EUROPE,Jersey,WCE
X1qAo+0w,X1qAo+0w,GPE,-0.10000000,0.20000000,en,1.00000000,,0,,,,,,
the JR Line,the JR Line,LOC,0.00000000,0.75000000,en,1.00000000,,0,,,,,,
Gemini,Gemini,GPE,0.50000000,0.90000000,en,1.00000000,,6633734,T,-84.70000000,-176.63333000,POLAR,Antarctica,EAN
Yamagataya,Yamagataya,GPE,-0.02500000,0.12500000,en,1.00000000,,10230811,S,35.81077000,137.23881000,ASIA,Japan,EAS
Shimogyo Ward,Shimogyo Ward,GPE,0.00000000,0.50000000,en,1.00000000,,0,,,,,,
Yamakataya,Yamakataya,GPE,0.00000000,0.50000000,en,1.00000000,,0,,,,,,
Wakayama City,Wakayama City,GPE,0.06666667,0.26666667,en,1.00000000,,0,,,,,,
the Far East,the Far East,LOC,0.05000000,0.50000000,en,1.00000000,,5116917,P,40.60538000,-73.75513000,NORTH-AMERICA,United States,ENA
Fukuyama City,Fukuyama City,GPE,0.00000000,0.00000000,en,1.00000000,,8663713,P,36.62107000,137.01945000,ASIA,Japan,EAS
Asago City,Asago City,GPE,-0.09375000,0.68125000,en,1.00000000,,0,,,,,,
