day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-11-12,1.155674533397788,0.6332066403975314,-0.27412902537379047,0.6938794323117161,2.0
2025-11-13,0.7221563631063496,0.8665723590703179,0.3924455472626811,0.7068534469105452,5.0
2025-11-14,0.2323344766862653,1.2960675030590898,0.43594875297051755,1.095832835431765,3.0
2025-11-15,0.5008286461168056,0.4861831623608489,0.29575261349080695,1.2741433217277849,5.0
2025-11-16,0.6412057885732387,1.4088749176661906,0.5077397150887277,1.06998874843465,5.0
2025-11-17,-0.3322557501538818,0.6480173283858702,-0.0628474913916273,1.112155816343743,5.0
2025-11-18,-0.14827763997450066,1.164367574541026,0.15911320004540114,1.1279344399701519,10.0
2025-11-19,0.29404303362702633,1.172171361334198,0.05996326929035048,1.1430568080023498,8.0
2025-11-20,-0.3186881849302777,0.4105603854702035,-0.39183805322250315,1.09140343811765,6.0
2025-11-21,0.07891761290281114,0.681756472381917,0.35494635174838396,0.38296403531958123,4.0
2025-11-22,-0.943805470933067,0.16319760954108553,1.8637990061947827,0.6167477880463715,2.0
2025-11-23,0.6453060175331522,0.2923449509378892,0.47430997675584397,0.06032487659308346,2.0
2025-11-24,-0.8334794601443267,1.133038632346063,0.036049942317843586,1.1100986237817811,4.0
2025-11-25,-0.2606280031254215,0.826294585196734,-0.02963996775144589,0.8066105509218412,24.0
2025-11-26,-0.11150552607842124,0.9783562759020755,-0.15794760079309686,1.7480462788865445,6.0
2025-11-27,0.5210974089266646,1.2885605933240174,0.45346865868559283,1.4764911505209413,5.0
2025-11-28,0.012928709242913783,1.2721797952602028,0.4731917124898486,1.250235941426094,8.0
2025-11-29,0.17554310797076833,1.0942222145280434,-0.017420251665924626,0.7392562475881491,5.0
2025-11-30,0.40089381684735237,1.1086926614989412,-0.10125637589181717,0.5885170589907058,6.0
2025-12-01,0.16136430406206098,1.0898996548555233,-0.1184863488660449,1.1501399630957667,10.0
2025-12-02,-0.24993455931315264,0.6144377905165854,-0.5430143943275286,0.8081097133520033,9.0
2025-12-03,-0.6393935511809026,0.9052281640230306,0.07500609977569468,1.3194598450350015,7.0
2025-12-04,-0.02727557269620637,0.7263613823363235,0.22751499070143005,0.5941045031176557,9.0
2025-12-05,-0.37790561844297405,0.9769191677842733,0.28304633521000505,1.0600330466451366,12.0
2025-12-06,0.013522510804951775,0.7663645697620006,-0.38207621048753515,0.9995360368485037,7.0
2025-12-07,0.4862241257400526,0.31468108292951436,-0.20814537695343635,0.6325207386524989,7.0
2025-12-08,-0.07322037402406573,1.361566045308391,0.23784898601480148,0.9043806685379316,45.0
2025-12-09,-0.12496326576599712,0.8404392496565455,0.0020738807499570276,0.8562179963582429,31.0
2025-12-10,-0.16282555773924123,1.0935116407395333,0.12291019430389619,1.111411950152218,27.0
2025-12-11,0.004203224868131655,0.9288518102850901,-0.12993357577406137,0.9210218836043375,24.0
2025-12-12,0.02209956296984242,0.8531692767484844,0.034597323847386625,1.216291280521507,34.0
2025-12-13,0.1999222122736506,0.8140646879678282,0.04548116139690203,0.6909818859641005,9.0
2025-12-14,-0.1380761365831766,0.5537506637615849,-0.3358734347870039,0.9979887417823873,6.0
2025-12-15,-0.16970262487292503,0.5903772049437126,-0.06837747255258568,0.678822079939238,14.0
2025-12-16,0.07592895253833189,0.6600421861003122,-0.16372722470349174,0.6449309456533344,11.0
2025-12-17,-0.12446266522530362,0.8099083419790365,-0.2786960724252288,1.147119380312686,10.0
2025-12-18,0.23849298563189242,1.2081939318026067,0.24283799943809822,0.7845948692490712,13.0
2025-12-19,0.08273070604899298,0.9316049002925957,0.0819762773540001,0.9261979545766301,25.0
2025-12-20,-0.13545278802999466,0.9846120146809297,-0.043253125698852965,1.0275332238354975,13.0
2025-12-21,0.3454115255084678,1.2253840781468779,-0.27008636469241226,1.5099771734360243,13.0
2025-12-22,-0.14722248678183186,0.7223150427315871,0.03285014744870635,0.7167002973154897,13.0
2025-12-23,-0.20618397103399932,0.8102038338688099,0.014857432829299544,1.0975760205480418,15.0
2025-12-24,0.3362876402805839,1.8604281505679348,0.20052491468549208,1.3588706157184138,13.0
2025-12-25,-0.32135242327716684,1.1043929473930016,-0.2776965715838844,1.2263055381915315,16.0
2025-12-26,-0.35943273259697317,0.9607607578907387,-0.05365645811449647,0.9845649817401705,13.0
2025-12-27,0.36368951572064884,0.9635905390837577,0.20818170000198852,0.8015255622411466,12.0
2025-12-28,-0.2062610709307134,0.9158730750133429,-1.0087873868926798,0.3913284750446939,3.0
2025-12-29,0.0654607348632081,1.482798855725938,0.9786540908213158,1.1519002817252246,5.0
2025-12-30,0.1675892577315764,0.8014282066176585,-0.0559555161028275,0.6760853160420501,16.0
2025-12-31,0.26247249098268904,1.299772700565244,0.37798175607616535,1.1576421649052424,19.0
2026-01-01,-0.1572429141774128,0.8044213585119968,-0.2997614610842317,0.8214811483825554,11.0
2026-01-02,0.14975953713806728,1.1003296895286143,-0.15274051015245874,0.7684329290126273,10.0
2026-01-03,0.4643718624047474,0.6091108929533999,0.3181922997720105,1.082486615155956,11.0
2026-01-04,-0.4520631710599899,0.9448105151361624,0.18417562394560028,0.8464352821312,6.0
2026-01-05,0.004943479568637547,1.7071859667785392,0.011277835648244387,1.1154402812678907,17.0
2026-01-06,-0.17105638039576407,0.6068680749023502,-0.08781240327397598,0.8962765039067211,42.0
2026-01-07,0.23822406729794451,0.9286568656612523,0.25964463268238747,1.03203114736846,26.0
2026-01-08,-0.14061622093445458,0.7568341245225341,-0.31788767071371926,0.7609929671498679,20.0
2026-01-09,-0.0496920615088777,1.0650601275483536,0.11348493648443889,0.8577400501288596,22.0
2026-01-10,-0.029889602483559957,0.8457209045343536,-0.16866012585968748,1.0364726429456474,16.0
2026-01-11,-0.09923989672102503,1.1834631948970593,0.15377974452220375,1.0842714625983794,19.0
2026-01-12,-0.27012945442599473,0.9306548706476939,0.20260964851769706,0.8259313451220167,19.0
2026-01-13,-0.0024718213303156138,1.2762978341666649,0.021472592630251676,0.9806623965383883,23.0
2026-01-14,-0.24676222202099163,0.8283395043768046,-0.011861973574760576,0.9640864017295564,24.0
2026-01-15,0.038295156491315284,0.7584340988553416,0.02156631814536314,0.9275440083728893,23.0
2026-01-16,0.504230880897189,0.996697904164479,0.208472746295719,1.0187374997306198,15.0
2026-01-17,0.19814639900237746,0.9665833383979259,0.03180346298961709,0.8125656014483986,16.0
2026-01-18,-0.3546168605851008,1.112953930179062,-0.13084042213791167,1.083325965557449,10.0
2026-01-19,0.20348994559810024,0.9234070749199866,0.2023953196598531,0.5777545762153203,25.0
2026-01-20,-0.010811018192659455,0.851970042320945,-0.03706177715411907,0.9937515985262615,24.0
2026-01-21,-0.22075372974936194,1.2023911258348747,0.17270251615125465,1.159109802673525,35.0
2026-01-22,0.12460924869417248,1.1958495354119139,0.29540092151857483,0.8869707643334416,38.0
2026-01-23,-0.15228981053781485,1.5952820925762663,0.25030816133873884,1.092689280847964,34.0
2026-01-24,-0.47715478376705706,0.8363909103275362,0.5160706411355657,0.7546821479813187,23.0
2026-01-25,0.049780392119928386,1.1912574528039699,-0.06983175189291556,1.0938298102438841,30.0
2026-01-26,-0.1471195382134296,0.9714597943247658,0.03784624431241929,0.9591208958648626,27.0
2026-01-27,0.02664139258963842,0.9972778100775855,0.1549196942072276,0.900471284454892,26.0
2026-01-28,-0.35305353554499974,0.7813973009058901,-0.0859042397530413,0.8801757775467456,33.0
2026-01-29,-0.22016981434827315,0.7463522359549741,0.15472105907720202,0.9458276558608469,30.0
2026-01-30,0.022099117103233267,1.0939423409061355,-0.18667540757892637,0.9768761509526652,34.0
2026-01-31,-0.47566710975874366,0.6785644038599029,0.14845220713839502,1.067562169367896,21.0
2026-02-01,-0.26130634708320255,0.8598436258644899,0.20776467444008612,1.07609230238254,21.0
2026-02-02,-0.45469514584823795,1.1443060626588437,-0.21426932121247597,1.1859721549048057,22.0
2026-02-03,-0.33034406385889215,0.988510264738881,0.012214246299289562,1.0393984050568232,28.0
2026-02-04,-0.12642162609561303,0.8923567690876959,-0.008429080704299494,0.9359302996512967,49.0
2026-02-05,0.24640877226277025,1.080010554963735,0.4313137826099555,0.6970411989038318,16.0
2026-02-06,0.08296879653773559,0.9603816954341841,-0.08628665047117692,0.8578861910381483,18.0
2026-02-07,-0.06089382867390747,1.1235100996045024,0.1552164473976661,1.2615180787915405,15.0
2026-02-08,-0.24296835323628269,0.765434743185483,-0.13609960998975273,0.8581424093499733,15.0
2026-02-09,-0.2511625712182883,0.9693366712428313,0.09728359642316572,1.0076613993415933,31.0
2026-02-10,-0.1306535554048274,1.0047923600486282,0.31887829687413455,0.550674264622839,31.0
2026-02-11,0.20870890374593895,0.8903757946764881,0.0018300291830100196,0.9287809092394333,26.0
2026-02-12,-0.08308120326320398,1.1370075565543896,-0.04813671325532961,0.9620485157508356,52.0
2026-02-13,0.08173153604215293,0.9749089066971288,-0.08043101717110777,1.0202106178808976,35.0
2026-02-14,-0.015485818181594332,0.8974272730845554,0.03603512238479048,0.8670564055677716,36.0
2026-02-15,-0.054483484536553765,1.1960691484043324,0.3947556274726937,1.051207605126026,29.0
2026-02-16,0.002290785436197606,0.9424964612680686,0.25140220306867633,0.9725098122965385,37.0
2026-02-17,-0.3372825599852366,0.7657609461691037,0.17882169121012984,0.8349384066957454,39.0
2026-02-18,-0.12159897171105215,1.0705829266145868,0.1623856381868212,0.9851226384014079,33.0
2026-02-19,-0.23801125064604722,1.2516118988456637,-0.19205474895635635,0.9775739622882489,20.0
2026-02-20,-0.050076867766579304,0.6922659460007481,-0.34516593124768336,1.029732256769885,30.0
2026-02-21,0.32301458471144656,0.9246987362380522,0.11446970834816847,0.9520542199273337,18.0
2026-02-22,0.6701718138888364,1.0233918705191403,0.10043984443208409,1.0368078769595153,29.0
2026-02-23,0.01539199397738418,0.7983846647139936,0.0071708917312114,0.951598904518649,24.0
2026-02-24,-0.09902071538052049,0.9752882507533159,-0.06555982931877366,0.8994986336832459,34.0
